,filename,title,author,task 1,task 2,task 3,github,stars
1136,Wang_CenterMask_Single_Shot_Instance_Segmentation_With_Point_Representation_CVPR_2020_paper,CenterMask: Single Shot Instance Segmentation With Point Representation,Yuqing Wang,,,,,
1137,Wang_Mitigating_Bias_in_Face_Recognition_Using_Skewness-Aware_Reinforcement_Learning_CVPR_2020_paper,Mitigating Bias in Face Recognition Using Skewness-Aware Reinforcement Learning,Mei Wang,,,,,
1138,Wang_MineGAN_Effective_Knowledge_Transfer_From_GANs_to_Target_Domains_With_CVPR_2020_paper,MineGAN: Effective Knowledge Transfer From GANs to Target Domains With Few Images,Yaxing Wang,,,,,
1139,Ramanathan_DLWL_Improving_Detection_for_Lowshot_Classes_With_Weakly_Labelled_Data_CVPR_2020_paper,DLWL: Improving Detection for Lowshot Classes With Weakly Labelled Data,Vignesh Ramanathan,,,,,
1140,Xu_Stylization-Based_Architecture_for_Fast_Deep_Exemplar_Colorization_CVPR_2020_paper,Stylization-Based Architecture for Fast Deep Exemplar Colorization,Zhongyou Xu,,,,,
1141,Liao_Iteratively-Refined_Interactive_3D_Medical_Image_Segmentation_With_Multi-Agent_Reinforcement_Learning_CVPR_2020_paper,Iteratively-Refined Interactive 3D Medical Image Segmentation With Multi-Agent Reinforcement Learning,Xuan Liao,,,,,
1142,Bian_ENSEI_Efficient_Secure_Inference_via_Frequency-Domain_Homomorphic_Convolution_for_Privacy-Preserving_CVPR_2020_paper,ENSEI: Efficient Secure Inference via Frequency-Domain Homomorphic Convolution for Privacy-Preserving Visual Recognition,Song Bian,,,,,
1143,Huynh_Interactive_Multi-Label_CNN_Learning_With_Partial_Labels_CVPR_2020_paper,Interactive Multi-Label CNN Learning With Partial Labels,Dat Huynh,,,,,
1144,Wang_Pixel_Consensus_Voting_for_Panoptic_Segmentation_CVPR_2020_paper,Pixel Consensus Voting for Panoptic Segmentation,Haochen Wang,,,,,
1145,Zhong_Minimizing_Discrete_Total_Curvature_for_Image_Processing_CVPR_2020_paper,Minimizing Discrete Total Curvature for Image Processing,Qiuxiang Zhong,,,,,
1146,Zoran_Towards_Robust_Image_Classification_Using_Sequential_Attention_Models_CVPR_2020_paper,Towards Robust Image Classification Using Sequential Attention Models,Daniel Zoran,,,,,
1147,Sariyanidi_Discovering_Synchronized_Subsets_of_Sequences_A_Large_Scale_Solution_CVPR_2020_paper,Discovering Synchronized Subsets of Sequences: A Large Scale Solution,Evangelos Sariyanidi,,,,,
1148,Le_Going_Deeper_With_Lean_Point_Networks_CVPR_2020_paper,Going Deeper With Lean Point Networks,Eric-Tuan Le,,,,,
1149,Xiang_Efficient_and_Robust_Shape_Correspondence_via_Sparsity-Enforced_Quadratic_Assignment_CVPR_2020_paper,Efficient and Robust Shape Correspondence via Sparsity-Enforced Quadratic Assignment,Rui Xiang,,,,,
1150,Xu_Explainable_Object-Induced_Action_Decision_for_Autonomous_Vehicles_CVPR_2020_paper,Explainable Object-Induced Action Decision for Autonomous Vehicles,Yiran Xu,,,,,
1151,Kim_Spatially_Attentive_Output_Layer_for_Image_Classification_CVPR_2020_paper,Spatially Attentive Output Layer for Image Classification,Ildoo Kim,,,,,
1152,Jalwana_Attack_to_Explain_Deep_Representation_CVPR_2020_paper,Attack to Explain Deep Representation,Mohammad A. A. K. Jalwana,,,,,
1153,Tanizaki_Computing_Valid_P-Values_for_Image_Segmentation_by_Selective_Inference_CVPR_2020_paper,Computing Valid P-Values for Image Segmentation by Selective Inference,Kosuke Tanizaki,,,,,
1154,Xie_Partial_Weight_Adaptation_for_Robust_DNN_Inference_CVPR_2020_paper,Partial Weight Adaptation for Robust DNN Inference,Xiufeng Xie,,,,,
1155,Strecke_Where_Does_It_End_-_Reasoning_About_Hidden_Surfaces_by_CVPR_2020_paper,Where Does It End? - Reasoning About Hidden Surfaces by Object Intersection Constraints,Michael Strecke,,,,,
1156,Mahapatra_Pathological_Retinal_Region_Segmentation_From_OCT_Images_Using_Geometric_Relation_CVPR_2020_paper,Pathological Retinal Region Segmentation From OCT Images Using Geometric Relation Based Augmentation,Dwarikanath Mahapatra,,,,,
1157,Zhang_Transferring_and_Regularizing_Prediction_for_Semantic_Segmentation_CVPR_2020_paper,Transferring and Regularizing Prediction for Semantic Segmentation,Yiheng Zhang,,,,,
1158,Su_PREDICT__CLUSTER_Unsupervised_Skeleton_Based_Action_Recognition_CVPR_2020_paper,PREDICT & CLUSTER: Unsupervised Skeleton Based Action Recognition,Kun Su,,,,,
1159,Li_Model_Adaptation_Unsupervised_Domain_Adaptation_Without_Source_Data_CVPR_2020_paper,Model Adaptation: Unsupervised Domain Adaptation Without Source Data,Rui Li,,,,,
1160,Kim_Advisable_Learning_for_Self-Driving_Vehicles_by_Internalizing_Observation-to-Action_Rules_CVPR_2020_paper,Advisable Learning for Self-Driving Vehicles by Internalizing Observation-to-Action Rules,Jinkyu Kim,,,,,
1161,Veeravasarapu_ProAlignNet_Unsupervised_Learning_for_Progressively_Aligning_Noisy_Contours_CVPR_2020_paper,ProAlignNet: Unsupervised Learning for Progressively Aligning Noisy Contours,VSR Veeravasarapu,,,,,
1162,Xu_Attribution_in_Scale_and_Space_CVPR_2020_paper,Attribution in Scale and Space,Shawn Xu,,,,,
1163,Agarwal_Towards_Causal_VQA_Revealing_and_Reducing_Spurious_Correlations_by_Invariant_CVPR_2020_paper,Towards Causal VQA: Revealing and Reducing Spurious Correlations by Invariant and Covariant Semantic Editing,Vedika Agarwal,,,,,
1164,Peng_Large-Scale_Object_Detection_in_the_Wild_From_Imbalanced_Multi-Labels_CVPR_2020_paper,Large-Scale Object Detection in the Wild From Imbalanced Multi-Labels,Junran Peng,,,,,
1165,Wang_Weakly_Supervised_Fine-Grained_Image_Classification_via_Guassian_Mixture_Model_Oriented_CVPR_2020_paper,Weakly Supervised Fine-Grained Image Classification via Guassian Mixture Model Oriented Discriminative Learning,Zhihui Wang,,,,,
1166,Durand_Learning_User_Representations_for_Open_Vocabulary_Image_Hashtag_Prediction_CVPR_2020_paper,Learning User Representations for Open Vocabulary Image Hashtag Prediction,Thibaut Durand,,,,,
1167,Ling_Few-Shot_Pill_Recognition_CVPR_2020_paper,Few-Shot Pill Recognition,Suiyi Ling,,,,,
1168,Gong_Learning_Temporal_Co-Attention_Models_for_Unsupervised_Video_Action_Localization_CVPR_2020_paper,Learning Temporal Co-Attention Models for Unsupervised Video Action Localization,Guoqiang Gong,,,,,
1169,Zhou_Spatiotemporal_Fusion_in_3D_CNNs_A_Probabilistic_View_CVPR_2020_paper,Spatiotemporal Fusion in 3D CNNs: A Probabilistic View,Yizhou Zhou,,,,,
1170,Kukleva_Learning_Interactions_and_Relationships_Between_Movie_Characters_CVPR_2020_paper,Learning Interactions and Relationships Between Movie Characters,Anna Kukleva,,,,,
1171,Shan_Understanding_Human_Hands_in_Contact_at_Internet_Scale_CVPR_2020_paper,Understanding Human Hands in Contact at Internet Scale,Dandan Shan,,,,,
1172,Ng_You2Me_Inferring_Body_Pose_in_Egocentric_Video_via_First_and_CVPR_2020_paper,You2Me: Inferring Body Pose in Egocentric Video via First and Second Person Interactions,Evonne Ng,,,,,
1173,Chen_Learning_a_Weakly-Supervised_Video_Actor-Action_Segmentation_Model_With_a_Wise_CVPR_2020_paper,Learning a Weakly-Supervised Video Actor-Action Segmentation Model With a Wise Selection,Jie Chen,,,,,
1174,Rasheed_Learning_to_Measure_the_Static_Friction_Coefficient_in_Cloth_Contact_CVPR_2020_paper,Learning to Measure the Static Friction Coefficient in Cloth Contact,Abdullah Haroon Rasheed,,,,,
1175,Benaim_SpeedNet_Learning_the_Speediness_in_Videos_CVPR_2020_paper,SpeedNet: Learning the Speediness in Videos,Sagie Benaim,,,,,
1176,Yang_Telling_Left_From_Right_Learning_Spatial_Correspondence_of_Sight_and_CVPR_2020_paper,Telling Left From Right: Learning Spatial Correspondence of Sight and Sound,Karren Yang,,,,,
1177,McIntosh_Visual-Textual_Capsule_Routing_for_Text-Based_Video_Segmentation_CVPR_2020_paper,Visual-Textual Capsule Routing for Text-Based Video Segmentation,Bruce McIntosh,,,,,
1178,Selvaraju_SQuINTing_at_VQA_Models_Introspecting_VQA_Models_With_Sub-Questions_CVPR_2020_paper,SQuINTing at VQA Models: Introspecting VQA Models With Sub-Questions,Ramprasaath R. Selvaraju,,,,,
1179,Zhu_Vision-Language_Navigation_With_Self-Supervised_Auxiliary_Reasoning_Tasks_CVPR_2020_paper,Vision-Language Navigation With Self-Supervised Auxiliary Reasoning Tasks,Fengda Zhu,,,,,
1180,Abbasnejad_Counterfactual_Vision_and_Language_Learning_CVPR_2020_paper,Counterfactual Vision and Language Learning,Ehsan Abbasnejad,,,,,
1181,Xiong_TA-Student_VQA_Multi-Agents_Training_by_Self-Questioning_CVPR_2020_paper,TA-Student VQA: Multi-Agents Training by Self-Questioning,Peixi Xiong,,,,,
1182,Zhao_Exploring_Self-Attention_for_Image_Recognition_CVPR_2020_paper,Exploring Self-Attention for Image Recognition,Hengshuang Zhao,,,,,
1183,Chen_Cops-Ref_A_New_Dataset_and_Task_on_Compositional_Referring_Expression_CVPR_2020_paper,Cops-Ref: A New Dataset and Task on Compositional Referring Expression Comprehension,Zhenfang Chen,,,,,
1184,Liu_Improving_Convolutional_Networks_With_Self-Calibrated_Convolutions_CVPR_2020_paper,Improving Convolutional Networks With Self-Calibrated Convolutions,Jiang-Jiang Liu,,,,,
1185,Kim_Modality_Shifting_Attention_Network_for_Multi-Modal_Video_Question_Answering_CVPR_2020_paper,Modality Shifting Attention Network for Multi-Modal Video Question Answering,Junyeong Kim,,,,,
1186,Al-Halah_From_Paris_to_Berlin_Discovering_Fashion_Style_Influences_Around_the_CVPR_2020_paper,From Paris to Berlin: Discovering Fashion Style Influences Around the World,Ziad Al-Halah,,,,,
1187,Rao_A_Local-to-Global_Approach_to_Multi-Modal_Movie_Scene_Segmentation_CVPR_2020_paper,A Local-to-Global Approach to Multi-Modal Movie Scene Segmentation,Anyi Rao,,,,,
1188,Chen_One-Shot_Adversarial_Attacks_on_Visual_Tracking_With_Dual_Attention_CVPR_2020_paper,One-Shot Adversarial Attacks on Visual Tracking With Dual Attention,Xuesong Chen,,,,,
1189,Wu_Rethinking_Classification_and_Localization_for_Object_Detection_CVPR_2020_paper,Rethinking Classification and Localization for Object Detection,Yue Wu,,,,,
1190,Li_Correspondence_Networks_With_Adaptive_Neighbourhood_Consensus_CVPR_2020_paper,Correspondence Networks With Adaptive Neighbourhood Consensus,Shuda Li,,,,,
1191,Wu_PhraseCut_Language-Based_Image_Segmentation_in_the_Wild_CVPR_2020_paper,PhraseCut: Language-Based Image Segmentation in the Wild,Chenyun Wu,,,,,
1192,Ji_Action_Genome_Actions_As_Compositions_of_Spatio-Temporal_Scene_Graphs_CVPR_2020_paper,Action Genome: Actions As Compositions of Spatio-Temporal Scene Graphs,Jingwei Ji,,,,,
1193,Yang_Learning_Unseen_Concepts_via_Hierarchical_Decomposition_and_Composition_CVPR_2020_paper,Learning Unseen Concepts via Hierarchical Decomposition and Composition,Muli Yang,,,,,
1194,Zhou_Multi-Mutual_Consistency_Induced_Transfer_Subspace_Learning_for_Human_Motion_Segmentation_CVPR_2020_paper,Multi-Mutual Consistency Induced Transfer Subspace Learning for Human Motion Segmentation,Tao Zhou,,,,,
1195,Zeng_Dense_Regression_Network_for_Video_Grounding_CVPR_2020_paper,Dense Regression Network for Video Grounding,Runhao Zeng,,,,,
1196,Nagrani_Speech2Action_Cross-Modal_Supervision_for_Action_Recognition_CVPR_2020_paper,Speech2Action: Cross-Modal Supervision for Action Recognition,Arsha Nagrani,,,,,
1197,Guo_Normalized_and_Geometry-Aware_Self-Attention_Network_for_Image_Captioning_CVPR_2020_paper,Normalized and Geometry-Aware Self-Attention Network for Image Captioning,Longteng Guo,,,,,
1198,Pang_Solving_Mixed-Modal_Jigsaw_Puzzle_for_Fine-Grained_Sketch-Based_Image_Retrieval_CVPR_2020_paper,Solving Mixed-Modal Jigsaw Puzzle for Fine-Grained Sketch-Based Image Retrieval,Kaiyue Pang,,,,,
1199,Zhou_LG-GAN_Label_Guided_Adversarial_Network_for_Flexible_Targeted_Attack_of_CVPR_2020_paper,LG-GAN: Label Guided Adversarial Network for Flexible Targeted Attack of Point Cloud Based Deep Networks,Hang Zhou,,,,,
1200,Miao_Memory_Aggregation_Networks_for_Efficient_Interactive_Video_Object_Segmentation_CVPR_2020_paper,Memory Aggregation Networks for Efficient Interactive Video Object Segmentation,Jiaxu Miao,,,,,
1201,Vatashsky_VQA_With_No_Questions-Answers_Training_CVPR_2020_paper,VQA With No Questions-Answers Training,Ben-Zion Vatashsky,,,,,
1202,Dwibedi_Counting_Out_Time_Class_Agnostic_Video_Repetition_Counting_in_the_CVPR_2020_paper,Counting Out Time: Class Agnostic Video Repetition Counting in the Wild,Debidatta Dwibedi,,,,,
1203,Lan_SaccadeNet_A_Fast_and_Accurate_Object_Detector_CVPR_2020_paper,SaccadeNet: A Fast and Accurate Object Detector,Shiyi Lan,,,,,
1204,Zhang_Multi-Granularity_Reference-Aided_Attentive_Feature_Aggregation_for_Video-Based_Person_Re-Identification_CVPR_2020_paper,Multi-Granularity Reference-Aided Attentive Feature Aggregation for Video-Based Person Re-Identification,Zhizheng Zhang,,,,,
1205,Ji_Attention_Convolutional_Binary_Neural_Tree_for_Fine-Grained_Visual_Categorization_CVPR_2020_paper,Attention Convolutional Binary Neural Tree for Fine-Grained Visual Categorization,Ruyi Ji,,,,,
1206,Gan_Music_Gesture_for_Visual_Sound_Separation_CVPR_2020_paper,Music Gesture for Visual Sound Separation,Chuang Gan,,,,,
1207,Runia_Cloth_in_the_Wind_A_Case_Study_of_Physical_Measurement_CVPR_2020_paper,Cloth in the Wind: A Case Study of Physical Measurement Through Simulation,Tom F. H. Runia,,,,,
1208,Liang_The_Garden_of_Forking_Paths_Towards_Multi-Future_Trajectory_Prediction_CVPR_2020_paper,The Garden of Forking Paths: Towards Multi-Future Trajectory Prediction,Junwei Liang,,,,,
1209,Zhou_Deepstrip_High-Resolution_Boundary_Refinement_CVPR_2020_paper,Deepstrip: High-Resolution Boundary Refinement,Peng Zhou,,,,,
1210,Wang_Smoothing_Adversarial_Domain_Attack_and_P-Memory_Reconsolidation_for_Cross-Domain_Person_CVPR_2020_paper,Smoothing Adversarial Domain Attack and P-Memory Reconsolidation for Cross-Domain Person Re-Identification,Guangcong Wang,,,,,
1211,Li_Learning_From_Noisy_Anchors_for_One-Stage_Object_Detection_CVPR_2020_paper,Learning From Noisy Anchors for One-Stage Object Detection,Hengduo Li,,,,,
1212,Ahmed_Density-Based_Clustering_for_3D_Object_Detection_in_Point_Clouds_CVPR_2020_paper,Density-Based Clustering for 3D Object Detection in Point Clouds,Syeda Mariam Ahmed,,,,,
1213,Cao_Few-Shot_Video_Classification_via_Temporal_Alignment_CVPR_2020_paper,Few-Shot Video Classification via Temporal Alignment,Kaidi Cao,,,,,
1214,Saric_Warp_to_the_Future_Joint_Forecasting_of_Features_and_Feature_CVPR_2020_paper,Warp to the Future: Joint Forecasting of Features and Feature Motion,Josip Saric,,,,,
1215,Zhang_Where_Does_It_Exist_Spatio-Temporal_Video_Grounding_for_Multi-Form_Sentences_CVPR_2020_paper,Where Does It Exist: Spatio-Temporal Video Grounding for Multi-Form Sentences,Zhu Zhang,,,,,
1216,Jing_Cross-Modal_Cross-Domain_Moment_Alignment_Network_for_Person_Search_CVPR_2020_paper,Cross-Modal Cross-Domain Moment Alignment Network for Person Search,Ya Jing,,,,,
1217,Fan_Learning_Longterm_Representations_for_Person_Re-Identification_Using_Radio_Signals_CVPR_2020_paper,Learning Longterm Representations for Person Re-Identification Using Radio Signals,Lijie Fan,,,,,
1218,Lazarow_Learning_Instance_Occlusion_for_Panoptic_Segmentation_CVPR_2020_paper,Learning Instance Occlusion for Panoptic Segmentation,Justin Lazarow,,,,,
1219,Zhu_Vision-Dialog_Navigation_by_Exploring_Cross-Modal_Memory_CVPR_2020_paper,Vision-Dialog Navigation by Exploring Cross-Modal Memory,Yi Zhu,,,,,
1220,Huang_NMS_by_Representative_Region_Towards_Crowded_Pedestrian_Detection_by_Proposal_CVPR_2020_paper,NMS by Representative Region: Towards Crowded Pedestrian Detection by Proposal Pairing,Xin Huang,,,,,
1221,Wang_Visual_Commonsense_R-CNN_CVPR_2020_paper,Visual Commonsense R-CNN,Tan Wang,,,,,
1222,Sun_Fast_Template_Matching_and_Update_for_Video_Object_Tracking_and_CVPR_2020_paper,Fast Template Matching and Update for Video Object Tracking and Segmentation,Mingjie Sun,,,,,
1223,Li_Set-Constrained_Viterbi_for_Set-Supervised_Action_Segmentation_CVPR_2020_paper,Set-Constrained Viterbi for Set-Supervised Action Segmentation,Jun Li,,,,,
1224,Wang_Probabilistic_Video_Prediction_From_Noisy_Data_With_a_Posterior_Confidence_CVPR_2020_paper,Probabilistic Video Prediction From Noisy Data With a Posterior Confidence,Yunbo Wang,,,,,
1225,Liu_Beyond_Short-Term_Snippet_Video_Relation_Detection_With_Spatio-Temporal_Global_Context_CVPR_2020_paper,Beyond Short-Term Snippet: Video Relation Detection With Spatio-Temporal Global Context,Chenchen Liu,,,,,
1226,Pan_Spatio-Temporal_Graph_for_Video_Captioning_With_Knowledge_Distillation_CVPR_2020_paper,Spatio-Temporal Graph for Video Captioning With Knowledge Distillation,Boxiao Pan,,,,,
1227,Liao_A_Real-Time_Cross-Modality_Correlation_Filtering_Method_for_Referring_Expression_Comprehension_CVPR_2020_paper,A Real-Time Cross-Modality Correlation Filtering Method for Referring Expression Comprehension,Yue Liao,,,,,
1228,Chen_Better_Captioning_With_Sequence-Level_Exploration_CVPR_2020_paper,Better Captioning With Sequence-Level Exploration,Jia Chen,,,,,
1229,Cheng_RiFeGAN_Rich_Feature_Generation_for_Text-to-Image_Synthesis_From_Prior_Knowledge_CVPR_2020_paper,RiFeGAN: Rich Feature Generation for Text-to-Image Synthesis From Prior Knowledge,Jun Cheng,,,,,
1230,Ramos_Straight_to_the_Point_Fast-Forwarding_Videos_via_Reinforcement_Learning_Using_CVPR_2020_paper,Straight to the Point: Fast-Forwarding Videos via Reinforcement Learning Using Textual Data,Washington Ramos,,,,,
1231,Wei_Multi-Modality_Cross_Attention_Network_for_Image_and_Sentence_Matching_CVPR_2020_paper,Multi-Modality Cross Attention Network for Image and Sentence Matching,Xi Wei,,,,,
1232,Hsu_Generalized_ODIN_Detecting_Out-of-Distribution_Image_Without_Learning_From_Out-of-Distribution_Data_CVPR_2020_paper,Generalized ODIN: Detecting Out-of-Distribution Image Without Learning From Out-of-Distribution Data,Yen-Chang Hsu,,,,,
1233,Lee_Learning_Augmentation_Network_via_Influence_Functions_CVPR_2020_paper,Learning Augmentation Network via Influence Functions,Donghoon Lee,,,,,
1234,Wang_Unsupervised_Person_Re-Identification_via_Multi-Label_Classification_CVPR_2020_paper,Unsupervised Person Re-Identification via Multi-Label Classification,Dongkai Wang,,,,,
1235,Hu_What_You_See_is_What_You_Get_Exploiting_Visibility_for_CVPR_2020_paper,What You See is What You Get: Exploiting Visibility for 3D Object Detection,Peiyun Hu,,,,,
1236,Zhai_Deep_Structure-Revealed_Network_for_Texture_Recognition_CVPR_2020_paper,Deep Structure-Revealed Network for Texture Recognition,Wei Zhai,,,,,
1237,Guo_Online_Knowledge_Distillation_via_Collaborative_Learning_CVPR_2020_paper,Online Knowledge Distillation via Collaborative Learning,Qiushan Guo,,,,,
1238,Chen_Dynamic_Convolution_Attention_Over_Convolution_Kernels_CVPR_2020_paper,Dynamic Convolution: Attention Over Convolution Kernels,Yinpeng Chen,,,,,
1239,Yang_3DSSD_Point-Based_3D_Single_Stage_Object_Detector_CVPR_2020_paper,3DSSD: Point-Based 3D Single Stage Object Detector,Zetong Yang,,,,,
1240,Wang_Deep_Degradation_Prior_for_Low-Quality_Image_Classification_CVPR_2020_paper,Deep Degradation Prior for Low-Quality Image Classification,Yang Wang,,,,,
1241,Hsiao_ViBE_Dressing_for_Diverse_Body_Shapes_CVPR_2020_paper,ViBE: Dressing for Diverse Body Shapes,Wei-Lin Hsiao,,,,,
